Order ID,Order Date,Category,Product,Region,City,Customer Segment,Sales Channel,Quantity,Unit Price,Gross Sales,Discount %,Discount Amount,Net Sales,Profit
103035,2024-08-10,Apparel,Men's T-Shirt,North,Lucknow,Enterprise,Marketplace,1,117.8,117.8,0.0,0.0,117.8,50.07
103034,2024-08-10,Electronics,Laptop Stand,West,Mumbai,Small Business,Online,1,192.89,192.89,0.05,9.64,183.25,50.2
103033,2024-08-10,Home & Kitchen,Air Fryer,North,Delhi,Consumer,Online,1,109.7,109.7,0.0,0.0,109.7,34.51
103032,2024-08-10,Home & Kitchen,Toaster,East,Bhubaneswar,Consumer,Online,1,87.51,87.51,0.0,0.0,87.51,25.34
103031,2024-08-10,Apparel,Yoga Pants,West,Mumbai,Consumer,Retail Store,1,81.29,81.29,0.1,8.13,73.16,34.3
103029,2024-08-10,Electronics,Bluetooth Speaker,North,Chandigarh,Enterprise,Online,1,148.59,148.59,0.1,14.86,133.73,41.4
103028,2024-08-10,Electronics,Wireless Earbuds,West,Mumbai,Small Business,Retail Store,1,76.13,76.13,0.05,3.81,72.32,15.53
103027,2024-08-10,Office Supplies,Printer Paper,East,Guwahati,Consumer,Retail Store,1,27.57,27.57,0.0,0.0,27.57,9.87
103026,2024-08-10,Office Supplies,File Folders,South,Hyderabad,Small Business,Online,1,13.47,13.47,0.15,2.02,11.45,3.97
103025,2024-08-10,Office Supplies,File Folders,South,Hyderabad,Consumer,Online,2,79.84,159.68,0.05,7.98,151.7,36.41
103024,2024-08-10,Electronics,Power Bank,East,Bhubaneswar,Small Business,Online,1,175.66,175.66,0.05,8.78,166.88,57.18
103023,2024-08-10,Home & Kitchen,Knife Set,East,Guwahati,Consumer,Retail Store,1,117.62,117.62,0.0,0.0,117.62,37.1
103022,2024-08-10,Electronics,Power Bank,East,Kolkata,Consumer,Online,1,89.58,89.58,0.0,0.0,89.58,27.97
103021,2024-08-10,Apparel,Sunglasses,West,Ahmedabad,Small Business,Retail Store,1,59.42,59.42,0.0,0.0,59.42,23.09
103030,2024-08-10,Apparel,Wool Sweater,East,Guwahati,Small Business,Retail Store,1,110.41,110.41,0.0,0.0,110.41,60.57
103053,2024-08-11,Electronics,Power Bank,West,Pune,Small Business,Online,1,124.93,124.93,0.15,18.74,106.19,35.64
103052,2024-08-11,Apparel,Denim Jacket,East,Kolkata,Small Business,Marketplace,1,75.21,75.21,0.0,0.0,75.21,38.79
103054,2024-08-11,Office Supplies,Whiteboard,South,Hyderabad,Consumer,Online,1,35.56,35.56,0.0,0.0,35.56,9.87
103051,2024-08-11,Office Supplies,Desk Lamp,North,Lucknow,Consumer,Online,1,45.76,45.76,0.2,9.15,36.61,9.88
103056,2024-08-11,Electronics,Gaming Mouse,East,Guwahati,Consumer,Retail Store,1,148.34,148.34,0.0,0.0,148.34,38.09
103057,2024-08-11,Sports & Outdoors,Dumbbell Set,South,Bangalore,Consumer,Online,1,169.93,169.93,0.0,0.0,169.93,60.94
103058,2024-08-11,Electronics,Gaming Mouse,South,Bangalore,Small Business,Marketplace,1,23.54,23.54,0.0,0.0,23.54,7.46
103055,2024-08-11,Home & Kitchen,Electric Kettle,West,Pune,Small Business,Marketplace,1,66.86,66.86,0.0,0.0,66.86,21.09
103050,2024-08-11,Electronics,Phone Charger,South,Bangalore,Consumer,Retail Store,1,23.23,23.23,0.0,0.0,23.23,6.51
103045,2024-08-11,Home & Kitchen,Storage Containers,North,Delhi,Small Business,Online,1,19.61,19.61,0.0,0.0,19.61,7.58
103048,2024-08-11,Apparel,Men's T-Shirt,East,Kolkata,Consumer,Marketplace,1,50.63,50.63,0.0,0.0,50.63,25.38
103047,2024-08-11,Home & Kitchen,Knife Set,South,Hyderabad,Consumer,Online,2,138.95,277.9,0.0,0.0,277.9,122.27
103046,2024-08-11,Sports & Outdoors,Dumbbell Set,North,Delhi,Consumer,Online,1,211.67,211.67,0.15,31.75,179.92,46.89
103049,2024-08-11,Office Supplies,Printer Paper,East,Guwahati,Small Business,Marketplace,2,69.6,139.2,0.0,0.0,139.2,41.54
103044,2024-08-11,Home & Kitchen,Air Fryer,West,Mumbai,Consumer,Retail Store,1,29.59,29.59,0.0,0.0,29.59,12.79
103043,2024-08-11,Electronics,Power Bank,South,Chennai,Consumer,Marketplace,1,127.36,127.36,0.1,12.74,114.62,22.38
103042,2024-08-11,Office Supplies,Ballpoint Pens (Box),East,Guwahati,Consumer,Online,1,8.41,8.41,0.0,0.0,8.41,2.38
103041,2024-08-11,Electronics,USB-C Hub,East,Bhubaneswar,Consumer,Online,1,99.59,99.59,0.05,4.98,94.61,29.11
103040,2024-08-11,Home & Kitchen,Storage Containers,West,Pune,Small Business,Online,1,25.62,25.62,0.0,0.0,25.62,8.25
103072,2024-08-12,Sports & Outdoors,Yoga Mat,North,Chandigarh,Enterprise,Online,1,187.6,187.6,0.0,0.0,187.6,64.3
103070,2024-08-12,Sports & Outdoors,Jump Rope,South,Chennai,Consumer,Online,1,14.54,14.54,0.05,0.73,13.81,3.34
103069,2024-08-12,Apparel,Denim Jacket,North,Chandigarh,Consumer,Online,1,18.05,18.05,0.15,2.71,15.34,6.65
103068,2024-08-12,Electronics,Laptop Stand,East,Guwahati,Consumer,Online,2,90.45,180.9,0.0,0.0,180.9,52.42
103067,2024-08-12,Apparel,Sunglasses,South,Bangalore,Consumer,Online,2,58.35,116.7,0.0,0.0,116.7,54.1
103066,2024-08-12,Electronics,Laptop Stand,North,Chandigarh,Consumer,Online,1,190.72,190.72,0.0,0.0,190.72,65.03
103071,2024-08-12,Apparel,Wool Sweater,South,Bangalore,Small Business,Marketplace,1,130.78,130.78,0.0,0.0,130.78,68.98
103064,2024-08-12,Office Supplies,Notebook Set,South,Bangalore,Consumer,Online,2,51.79,103.58,0.0,0.0,103.58,26.63
103063,2024-08-12,Apparel,Men's T-Shirt,South,Chennai,Consumer,Online,2,68.44,136.88,0.0,0.0,136.88,58.61
103062,2024-08-12,Home & Kitchen,Coffee Maker,East,Guwahati,Consumer,Retail Store,1,156.26,156.26,0.0,0.0,156.26,45.51
103061,2024-08-12,Home & Kitchen,Electric Kettle,North,Delhi,Consumer,Online,1,46.86,46.86,0.0,0.0,46.86,11.94
103060,2024-08-12,Home & Kitchen,Cutting Board,South,Hyderabad,Small Business,Online,3,71.36,214.08,0.0,0.0,214.08,55.85
103059,2024-08-12,Sports & Outdoors,Cooler Box,South,Hyderabad,Consumer,Retail Store,1,145.13,145.13,0.0,0.0,145.13,51.45
103065,2024-08-12,Office Supplies,Label Maker,North,Lucknow,Enterprise,Marketplace,1,12.33,12.33,0.0,0.0,12.33,2.47
103088,2024-08-13,Office Supplies,Ballpoint Pens (Box),North,Lucknow,Consumer,Retail Store,1,38.48,38.48,0.0,0.0,38.48,15.09
103087,2024-08-13,Electronics,Power Bank,East,Guwahati,Consumer,Online,1,181.92,181.92,0.05,9.1,172.82,53.19
103086,2024-08-13,Home & Kitchen,Coffee Maker,West,Pune,Consumer,Online,1,108.64,108.64,0.05,5.43,103.21,33.48
103085,2024-08-13,Office Supplies,Whiteboard,West,Pune,Small Business,Marketplace,1,50.05,50.05,0.0,0.0,50.05,13.22
103084,2024-08-13,Office Supplies,Notebook Set,West,Ahmedabad,Consumer,Online,1,50.38,50.38,0.15,7.56,42.82,11.76
103083,2024-08-13,Sports & Outdoors,Fitness Tracker,West,Pune,Small Business,Online,1,17.54,17.54,0.0,0.0,17.54,5.01
103082,2024-08-13,Apparel,Backpack,South,Hyderabad,Consumer,Retail Store,2,81.78,163.56,0.0,0.0,163.56,80.24
103081,2024-08-13,Apparel,Sunglasses,North,Lucknow,Enterprise,Online,1,114.97,114.97,0.15,17.25,97.72,53.66
103079,2024-08-13,Home & Kitchen,Vacuum Cleaner,West,Mumbai,Small Business,Retail Store,1,132.21,132.21,0.1,13.22,118.99,34.57
103078,2024-08-13,Electronics,Smartwatch,West,Ahmedabad,Small Business,Online,2,149.61,299.22,0.0,0.0,299.22,102.66
103077,2024-08-13,Apparel,Backpack,North,Lucknow,Consumer,Marketplace,1,117.62,117.62,0.0,0.0,117.62,50.87
103076,2024-08-13,Electronics,Phone Charger,North,Chandigarh,Consumer,Marketplace,1,96.5,96.5,0.0,0.0,96.5,23.56
103075,2024-08-13,Office Supplies,Stapler,South,Bangalore,Enterprise,Retail Store,1,44.74,44.74,0.0,0.0,44.74,15.49
103074,2024-08-13,Office Supplies,Desk Lamp,North,Lucknow,Consumer,Online,1,63.46,63.46,0.0,0.0,63.46,16.16
103073,2024-08-13,Home & Kitchen,Coffee Maker,South,Chennai,Small Business,Marketplace,1,12.44,12.44,0.0,0.0,12.44,3.32
103080,2024-08-13,Sports & Outdoors,Camping Tent,South,Hyderabad,Small Business,Marketplace,1,72.36,72.36,0.05,3.62,68.74,25.91
103096,2024-08-14,Home & Kitchen,Knife Set,East,Kolkata,Consumer,Online,4,126.28,505.12,0.05,25.26,479.86,195.56
103100,2024-08-14,Sports & Outdoors,Dumbbell Set,South,Hyderabad,Consumer,Online,2,116.69,233.38,0.0,0.0,233.38,86.39
103098,2024-08-14,Sports & Outdoors,Camping Tent,West,Ahmedabad,Consumer,Marketplace,1,205.92,205.92,0.15,30.89,175.03,45.41
103097,2024-08-14,Apparel,Men's T-Shirt,East,Guwahati,Consumer,Online,1,104.6,104.6,0.05,5.23,99.37,50.62
103095,2024-08-14,Electronics,Webcam HD,South,Hyderabad,Small Business,Online,1,132.97,132.97,0.15,19.95,113.02,25.24
103099,2024-08-14,Apparel,Baseball Cap,South,Hyderabad,Consumer,Online,3,98.79,296.37,0.0,0.0,296.37,162.29
103093,2024-08-14,Electronics,Mechanical Keyboard,East,Kolkata,Consumer,Online,2,215.33,430.66,0.0,0.0,430.66,135.52
103092,2024-08-14,Apparel,Women's Hoodie,South,Hyderabad,Consumer,Online,1,79.31,79.31,0.2,15.86,63.45,32.77
103091,2024-08-14,Apparel,Women's Hoodie,South,Hyderabad,Enterprise,Marketplace,1,74.84,74.84,0.05,3.74,71.1,37.11
103090,2024-08-14,Apparel,Wool Sweater,South,Bangalore,Small Business,Online,1,67.5,67.5,0.1,6.75,60.75,27.81
103094,2024-08-14,Apparel,Baseball Cap,North,Lucknow,Small Business,Online,1,124.26,124.26,0.05,6.21,118.05,64.7
103089,2024-08-14,Home & Kitchen,Electric Kettle,West,Ahmedabad,Small Business,Online,1,160.41,160.41,0.0,0.0,160.41,50.78
103113,2024-08-15,Office Supplies,Notebook Set,South,Hyderabad,Enterprise,Online,4,24.94,99.76,0.0,0.0,99.76,21.79
103112,2024-08-15,Office Supplies,Desk Organizer,East,Kolkata,Consumer,Retail Store,1,89.53,89.53,0.0,0.0,89.53,24.71
103111,2024-08-15,Sports & Outdoors,Jump Rope,West,Ahmedabad,Enterprise,Marketplace,1,29.91,29.91,0.0,0.0,29.91,10.29
103110,2024-08-15,Home & Kitchen,Electric Kettle,East,Guwahati,Small Business,Marketplace,1,129.11,129.11,0.0,0.0,129.11,54.51
103109,2024-08-15,Office Supplies,Desk Organizer,West,Mumbai,Consumer,Retail Store,1,88.0,88.0,0.0,0.0,88.0,26.4
103108,2024-08-15,Apparel,Backpack,North,Lucknow,Consumer,Online,1,89.74,89.74,0.0,0.0,89.74,47.91
103106,2024-08-15,Apparel,Backpack,North,Lucknow,Enterprise,Retail Store,1,132.72,132.72,0.1,13.27,119.45,57.61
103105,2024-08-15,Sports & Outdoors,Jump Rope,East,Kolkata,Consumer,Marketplace,2,172.04,344.08,0.0,0.0,344.08,79.85
103104,2024-08-15,Electronics,Bluetooth Speaker,South,Bangalore,Enterprise,Retail Store,2,18.33,36.66,0.0,0.0,36.66,8.44
103103,2024-08-15,Sports & Outdoors,Cooler Box,North,Delhi,Consumer,Retail Store,1,105.09,105.09,0.0,0.0,105.09,38.73
103102,2024-08-15,Electronics,Power Bank,West,Mumbai,Enterprise,Marketplace,1,202.75,202.75,0.0,0.0,202.75,60.45
103101,2024-08-15,Electronics,Wireless Earbuds,North,Chandigarh,Enterprise,Online,4,198.1,792.4,0.0,0.0,792.4,273.2
103107,2024-08-15,Office Supplies,File Folders,South,Chennai,Consumer,Online,1,29.12,29.12,0.0,0.0,29.12,8.08
103121,2024-08-16,Office Supplies,Sticky Notes Pack,West,Mumbai,Small Business,Online,1,45.73,45.73,0.15,6.86,38.87,14.79
103124,2024-08-16,Home & Kitchen,Storage Containers,South,Chennai,Consumer,Online,1,10.97,10.97,0.0,0.0,10.97,4.44
103123,2024-08-16,Electronics,Power Bank,East,Bhubaneswar,Consumer,Online,2,213.56,427.12,0.2,85.42,341.7,65.97
103125,2024-08-16,Electronics,Smartwatch,East,Kolkata,Small Business,Retail Store,1,76.97,76.97,0.05,3.85,73.12,15.94
103120,2024-08-16,Sports & Outdoors,Dumbbell Set,North,Lucknow,Consumer,Online,1,182.74,182.74,0.05,9.14,173.6,46.1
103122,2024-08-16,Electronics,Smartwatch,North,Lucknow,Consumer,Online,1,74.51,74.51,0.0,0.0,74.51,17.61
103118,2024-08-16,Sports & Outdoors,Water Bottle,East,Kolkata,Small Business,Retail Store,3,196.52,589.56,0.0,0.0,589.56,228.98
103117,2024-08-16,Office Supplies,Label Maker,South,Hyderabad,Consumer,Online,1,38.72,38.72,0.1,3.87,34.85,7.04
103116,2024-08-16,Home & Kitchen,Cutting Board,East,Kolkata,Enterprise,Retail Store,1,103.95,103.95,0.0,0.0,103.95,40.62
103115,2024-08-16,Apparel,Women's Hoodie,North,Chandigarh,Consumer,Retail Store,1,39.86,39.86,0.2,7.97,31.89,17.44
103114,2024-08-16,Sports & Outdoors,Hiking Backpack,East,Guwahati,Small Business,Online,2,160.04,320.08,0.0,0.0,320.08,75.83
103119,2024-08-16,Office Supplies,Printer Paper,East,Guwahati,Consumer,Online,2,18.77,37.54,0.15,5.63,31.91,8.14
103140,2024-08-17,Home & Kitchen,Blender,South,Bangalore,Consumer,Online,1,122.89,122.89,0.0,0.0,122.89,42.48
103139,2024-08-17,Electronics,Mechanical Keyboard,East,Kolkata,Consumer,Online,1,80.5,80.5,0.0,0.0,80.5,17.82
103138,2024-08-17,Electronics,Wireless Earbuds,North,Chandigarh,Enterprise,Online,1,38.11,38.11,0.0,0.0,38.11,11.17
103137,2024-08-17,Sports & Outdoors,Fitness Tracker,North,Lucknow,Consumer,Online,1,177.16,177.16,0.0,0.0,177.16,39.33
103136,2024-08-17,Office Supplies,Whiteboard,West,Mumbai,Consumer,Online,2,6.46,12.92,0.05,0.65,12.27,2.95
103135,2024-08-17,Electronics,Phone Charger,East,Kolkata,Enterprise,Retail Store,1,214.03,214.03,0.05,10.7,203.33,59.28
103133,2024-08-17,Electronics,Bluetooth Speaker,South,Chennai,Small Business,Online,3,48.21,144.63,0.0,0.0,144.63,40.06
103134,2024-08-17,Sports & Outdoors,Camping Tent,West,Pune,Consumer,Online,3,249.15,747.45,0.0,0.0,747.45,214.67
103131,2024-08-17,Electronics,Phone Charger,West,Pune,Small Business,Online,2,32.88,65.76,0.0,0.0,65.76,21.65
103130,2024-08-17,Office Supplies,Notebook Set,East,Kolkata,Consumer,Retail Store,1,5.92,5.92,0.0,0.0,5.92,1.7
103129,2024-08-17,Office Supplies,Sticky Notes Pack,North,Chandigarh,Consumer,Retail Store,1,81.1,81.1,0.0,0.0,81.1,22.19
103128,2024-08-17,Office Supplies,Desk Organizer,North,Lucknow,Enterprise,Online,1,34.9,34.9,0.0,0.0,34.9,11.86
103127,2024-08-17,Home & Kitchen,Air Fryer,North,Chandigarh,Consumer,Online,1,33.66,33.66,0.0,0.0,33.66,13.4
103126,2024-08-17,Sports & Outdoors,Hiking Backpack,North,Delhi,Consumer,Online,3,114.5,343.5,0.0,0.0,343.5,118.9
103132,2024-08-17,Apparel,Winter Coat,South,Bangalore,Small Business,Marketplace,1,74.94,74.94,0.0,0.0,74.94,29.87
103151,2024-08-18,Office Supplies,Whiteboard,South,Hyderabad,Consumer,Marketplace,1,10.38,10.38,0.0,0.0,10.38,3.93
103158,2024-08-18,Office Supplies,Stapler,South,Chennai,Consumer,Online,4,19.64,78.56,0.15,11.78,66.78,26.34
103157,2024-08-18,Home & Kitchen,Vacuum Cleaner,West,Mumbai,Consumer,Retail Store,1,111.05,111.05,0.15,16.66,94.39,27.9
103156,2024-08-18,Office Supplies,Sticky Notes Pack,West,Pune,Small Business,Online,1,56.62,56.62,0.0,0.0,56.62,12.04
103155,2024-08-18,Apparel,Women's Hoodie,West,Ahmedabad,Consumer,Online,1,20.01,20.01,0.05,1.0,19.01,8.52
103154,2024-08-18,Office Supplies,Notebook Set,South,Chennai,Consumer,Online,2,47.5,95.0,0.1,9.5,85.5,23.7
103153,2024-08-18,Apparel,Women's Hoodie,West,Pune,Consumer,Marketplace,2,48.06,96.12,0.0,0.0,96.12,43.93
103152,2024-08-18,Electronics,Smartwatch,East,Guwahati,Consumer,Retail Store,1,90.75,90.75,0.0,0.0,90.75,22.4
103150,2024-08-18,Sports & Outdoors,Jump Rope,East,Kolkata,Consumer,Marketplace,1,24.31,24.31,0.1,2.43,21.88,7.18
103145,2024-08-18,Home & Kitchen,Electric Kettle,North,Chandigarh,Enterprise,Marketplace,1,79.09,79.09,0.15,11.86,67.23,26.92
103148,2024-08-18,Office Supplies,Label Maker,East,Guwahati,Consumer,Online,1,85.6,85.6,0.0,0.0,85.6,25.84
103147,2024-08-18,Apparel,Sunglasses,South,Chennai,Enterprise,Online,1,88.05,88.05,0.1,8.8,79.25,41.48
103146,2024-08-18,Sports & Outdoors,Jump Rope,West,Pune,Consumer,Retail Store,2,102.29,204.58,0.0,0.0,204.58,52.1
103149,2024-08-18,Sports & Outdoors,Cooler Box,West,Pune,Consumer,Marketplace,1,161.02,161.02,0.1,16.1,144.92,38.18
103144,2024-08-18,Sports & Outdoors,Yoga Mat,West,Mumbai,Consumer,Marketplace,1,189.83,189.83,0.0,0.0,189.83,70.46
103143,2024-08-18,Office Supplies,Printer Paper,South,Bangalore,Consumer,Online,1,89.12,89.12,0.0,0.0,89.12,19.12
103142,2024-08-18,Sports & Outdoors,Camping Tent,North,Chandigarh,Small Business,Online,1,36.98,36.98,0.05,1.85,35.13,10.95
103141,2024-08-18,Home & Kitchen,Coffee Maker,North,Delhi,Consumer,Marketplace,1,75.94,75.94,0.0,0.0,75.94,28.61
103168,2024-08-19,Apparel,Wool Sweater,West,Ahmedabad,Small Business,Online,2,131.39,262.78,0.0,0.0,262.78,120.91
103167,2024-08-19,Apparel,Winter Coat,West,Pune,Consumer,Marketplace,1,8.43,8.43,0.0,0.0,8.43,3.27
103166,2024-08-19,Home & Kitchen,Electric Kettle,East,Guwahati,Small Business,Online,1,113.02,113.02,0.0,0.0,113.02,33.96
103165,2024-08-19,Sports & Outdoors,Hiking Backpack,West,Mumbai,Consumer,Online,3,72.06,216.18,0.1,21.62,194.56,62.7
103164,2024-08-19,Sports & Outdoors,Dumbbell Set,East,Bhubaneswar,Consumer,Retail Store,1,203.54,203.54,0.15,30.53,173.01,49.74
103162,2024-08-19,Apparel,Wool Sweater,West,Ahmedabad,Consumer,Online,1,84.79,84.79,0.0,0.0,84.79,32.62
103161,2024-08-19,Home & Kitchen,Vacuum Cleaner,West,Mumbai,Consumer,Online,1,42.29,42.29,0.0,0.0,42.29,16.37
103160,2024-08-19,Sports & Outdoors,Camping Tent,South,Hyderabad,Small Business,Online,1,51.96,51.96,0.0,0.0,51.96,17.16
103159,2024-08-19,Office Supplies,Sticky Notes Pack,East,Guwahati,Consumer,Online,2,61.82,123.64,0.0,0.0,123.64,31.62
103163,2024-08-19,Home & Kitchen,Storage Containers,West,Mumbai,Small Business,Retail Store,2,44.97,89.94,0.0,0.0,89.94,36.69
103180,2024-08-20,Electronics,Gaming Mouse,South,Bangalore,Consumer,Retail Store,1,34.62,34.62,0.1,3.46,31.16,10.09
103188,2024-08-20,Office Supplies,File Folders,North,Lucknow,Consumer,Marketplace,1,20.88,20.88,0.0,0.0,20.88,4.78
103187,2024-08-20,Office Supplies,Sticky Notes Pack,East,Bhubaneswar,Consumer,Online,1,32.78,32.78,0.0,0.0,32.78,6.69
103186,2024-08-20,Sports & Outdoors,Cooler Box,East,Bhubaneswar,Small Business,Online,1,72.3,72.3,0.2,14.46,57.84,21.91
103185,2024-08-20,Apparel,Yoga Pants,North,Lucknow,Consumer,Retail Store,2,120.28,240.56,0.0,0.0,240.56,120.31
103184,2024-08-20,Electronics,USB-C Hub,South,Hyderabad,Enterprise,Online,1,98.75,98.75,0.0,0.0,98.75,25.23
103183,2024-08-20,Office Supplies,File Folders,South,Bangalore,Consumer,Online,1,76.91,76.91,0.0,0.0,76.91,22.24
103182,2024-08-20,Electronics,Webcam HD,East,Guwahati,Consumer,Retail Store,2,15.65,31.3,0.0,0.0,31.3,9.21
103181,2024-08-20,Apparel,Wool Sweater,South,Chennai,Consumer,Online,2,88.47,176.94,0.0,0.0,176.94,93.49
103179,2024-08-20,Office Supplies,Stapler,West,Pune,Consumer,Online,1,67.42,67.42,0.15,10.11,57.31,22.68
103174,2024-08-20,Sports & Outdoors,Camping Tent,West,Ahmedabad,Consumer,Online,3,144.24,432.72,0.0,0.0,432.72,95.97
103177,2024-08-20,Electronics,Power Bank,South,Bangalore,Consumer,Online,1,19.71,19.71,0.0,0.0,19.71,5.51
103178,2024-08-20,Apparel,Yoga Pants,South,Bangalore,Consumer,Online,1,34.81,34.81,0.0,0.0,34.81,16.47
103170,2024-08-20,Office Supplies,Desk Organizer,East,Bhubaneswar,Consumer,Online,1,54.79,54.79,0.0,0.0,54.79,16.18
103171,2024-08-20,Electronics,Gaming Mouse,North,Delhi,Consumer,Online,4,43.64,174.56,0.05,8.73,165.83,33.31
103172,2024-08-20,Electronics,Phone Charger,West,Mumbai,Consumer,Marketplace,1,71.86,71.86,0.0,0.0,71.86,19.64
103169,2024-08-20,Office Supplies,Stapler,East,Guwahati,Consumer,Online,1,39.58,39.58,0.0,0.0,39.58,10.02
103175,2024-08-20,Sports & Outdoors,Bike Helmet,South,Bangalore,Consumer,Online,1,73.63,73.63,0.0,0.0,73.63,21.89
103176,2024-08-20,Office Supplies,Label Maker,West,Mumbai,Small Business,Retail Store,1,55.52,55.52,0.0,0.0,55.52,19.45
103173,2024-08-20,Electronics,Webcam HD,South,Bangalore,Consumer,Marketplace,1,204.78,204.78,0.0,0.0,204.78,60.77
103200,2024-08-21,Electronics,Power Bank,South,Bangalore,Consumer,Marketplace,2,190.99,381.98,0.0,0.0,381.98,86.84
103206,2024-08-21,Electronics,Gaming Mouse,West,Ahmedabad,Consumer,Retail Store,2,174.71,349.42,0.0,0.0,349.42,95.77
103205,2024-08-21,Sports & Outdoors,Jump Rope,South,Hyderabad,Consumer,Retail Store,1,30.77,30.77,0.15,4.62,26.15,9.6
103204,2024-08-21,Electronics,Bluetooth Speaker,North,Delhi,Consumer,Online,1,180.58,180.58,0.15,27.09,153.49,32.73
103203,2024-08-21,Office Supplies,Whiteboard,South,Bangalore,Consumer,Online,1,43.91,43.91,0.05,2.2,41.71,11.87
103202,2024-08-21,Office Supplies,Label Maker,South,Chennai,Small Business,Retail Store,2,7.54,15.08,0.0,0.0,15.08,4.99
103201,2024-08-21,Apparel,Baseball Cap,South,Bangalore,Enterprise,Online,2,49.13,98.26,0.05,4.91,93.35,42.39
103207,2024-08-21,Home & Kitchen,Coffee Maker,South,Bangalore,Consumer,Marketplace,2,35.96,71.92,0.05,3.6,68.32,29.82
103199,2024-08-21,Electronics,USB-C Hub,South,Chennai,Consumer,Online,1,122.68,122.68,0.0,0.0,122.68,27.4
103195,2024-08-21,Electronics,USB-C Hub,West,Pune,Consumer,Online,1,104.66,104.66,0.0,0.0,104.66,25.03
103197,2024-08-21,Apparel,Yoga Pants,North,Lucknow,Consumer,Online,1,56.12,56.12,0.0,0.0,56.12,28.18
103196,2024-08-21,Home & Kitchen,Electric Kettle,South,Bangalore,Enterprise,Retail Store,1,91.35,91.35,0.0,0.0,91.35,25.92
103194,2024-08-21,Apparel,Yoga Pants,East,Bhubaneswar,Consumer,Marketplace,1,10.71,10.71,0.0,0.0,10.71,4.68
103193,2024-08-21,Sports & Outdoors,Hiking Backpack,West,Pune,Small Business,Online,1,201.22,201.22,0.0,0.0,201.22,58.35
103192,2024-08-21,Sports & Outdoors,Water Bottle,North,Chandigarh,Consumer,Online,2,234.2,468.4,0.0,0.0,468.4,123.63
103191,2024-08-21,Home & Kitchen,Vacuum Cleaner,East,Kolkata,Consumer,Online,1,162.74,162.74,0.05,8.14,154.6,50.38
103190,2024-08-21,Home & Kitchen,Non-Stick Pan Set,South,Hyderabad,Small Business,Marketplace,1,63.42,63.42,0.0,0.0,63.42,20.99
103189,2024-08-21,Sports & Outdoors,Resistance Bands,East,Kolkata,Consumer,Retail Store,2,172.72,345.44,0.0,0.0,345.44,86.47
103198,2024-08-21,Home & Kitchen,Air Fryer,North,Chandigarh,Consumer,Marketplace,1,25.7,25.7,0.1,2.57,23.13,9.0
103220,2024-08-22,Electronics,Bluetooth Speaker,North,Delhi,Consumer,Retail Store,2,79.48,158.96,0.0,0.0,158.96,33.98
103218,2024-08-22,Home & Kitchen,Non-Stick Pan Set,West,Mumbai,Small Business,Online,1,22.48,22.48,0.0,0.0,22.48,10.09
103217,2024-08-22,Apparel,Baseball Cap,South,Bangalore,Consumer,Retail Store,2,30.03,60.06,0.2,12.01,48.05,25.06
103216,2024-08-22,Office Supplies,Stapler,West,Ahmedabad,Small Business,Online,1,65.5,65.5,0.0,0.0,65.5,22.92
103215,2024-08-22,Apparel,Wool Sweater,West,Ahmedabad,Consumer,Marketplace,1,135.0,135.0,0.0,0.0,135.0,72.72
103214,2024-08-22,Sports & Outdoors,Cooler Box,East,Guwahati,Consumer,Online,1,102.38,102.38,0.0,0.0,102.38,32.5
103219,2024-08-22,Office Supplies,File Folders,West,Pune,Small Business,Online,1,81.66,81.66,0.0,0.0,81.66,22.58
103212,2024-08-22,Home & Kitchen,Storage Containers,North,Delhi,Consumer,Marketplace,1,37.55,37.55,0.0,0.0,37.55,13.94
103211,2024-08-22,Home & Kitchen,Toaster,North,Lucknow,Consumer,Retail Store,4,88.61,354.44,0.0,0.0,354.44,120.86
103210,2024-08-22,Office Supplies,Notebook Set,West,Ahmedabad,Enterprise,Online,1,16.56,16.56,0.0,0.0,16.56,3.75
103209,2024-08-22,Office Supplies,Printer Paper,South,Bangalore,Consumer,Marketplace,2,80.85,161.7,0.0,0.0,161.7,45.08
103208,2024-08-22,Apparel,Men's T-Shirt,North,Lucknow,Small Business,Retail Store,2,120.91,241.82,0.0,0.0,241.82,121.7
103213,2024-08-22,Apparel,Yoga Pants,East,Guwahati,Consumer,Retail Store,1,25.94,25.94,0.0,0.0,25.94,10.57
103231,2024-08-23,Electronics,Bluetooth Speaker,West,Mumbai,Consumer,Retail Store,1,119.45,119.45,0.1,11.94,107.51,30.88
103230,2024-08-23,Home & Kitchen,Air Fryer,West,Mumbai,Consumer,Marketplace,2,11.88,23.76,0.0,0.0,23.76,6.42
103229,2024-08-23,Office Supplies,Notebook Set,West,Ahmedabad,Consumer,Retail Store,1,8.89,8.89,0.0,0.0,8.89,2.37
103228,2024-08-23,Office Supplies,File Folders,East,Kolkata,Consumer,Online,2,28.57,57.14,0.0,0.0,57.14,20.81
103226,2024-08-23,Sports & Outdoors,Yoga Mat,North,Chandigarh,Consumer,Marketplace,1,231.15,231.15,0.1,23.12,208.03,56.83
103227,2024-08-23,Apparel,Wool Sweater,East,Kolkata,Consumer,Online,2,128.04,256.08,0.0,0.0,256.08,135.06
103224,2024-08-23,Office Supplies,Desk Organizer,West,Mumbai,Consumer,Marketplace,1,37.73,37.73,0.0,0.0,37.73,12.93
